鄉鎮市區,租賃標的,土地區段位置或建物區門牌,租賃總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,租賃總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價每平方公尺,車位類別,租賃總面積平方公尺,租金總額元,備註,編號
北區,房地(土地+建物),臺中市北區一中街241~270號,55.0,住,,,1060126,土地1建物1車位0,全,5,透天厝,見其它登記事項,鋼筋混凝土造,0971127,39.99,1,1,1,有,有,無,20000,500,,0.0,0,,RPRNMLMLKHMFFBB57CC
北區,房地(土地+建物),臺中市北區錦新街1~30號,185.0,住,,,1060126,土地1建物1車位0,七層,7,辦公商業大樓,見其它登記事項,鋼筋混凝土造,0980120,136.39,0,0,0,無,有,無,28800,211,,0.0,0,,RPUNMLMLKHMFFBB87CC
北屯區,房地(土地+建物),臺中市北屯區太和二街91~120號,294.98,住,,,1060201,土地1建物1車位0,一層,1,廠辦,見其它登記事項,見其它登記事項,1040701,141.06,0,0,0,無,無,無,18000,128,,0.0,0,,RPQPMLMLKHMFFBB67CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,5.83,商,,,1060215,土地1建物1車位0,九層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,62.94,0,0,0,無,有,有,16500,262,,0.0,0,,RPRQMLMLKHMFFBB87CC
北屯區,車位,臺中市北屯區文心路四段271~300號,0.0,,,,1060215,土地0建物0車位1,,,其他,,,,27.23,0,0,0,有,有,無,3500,,坡道平面,27.23,3500,,RPTQMLMLKHMFFBB08CC
北屯區,房地(土地+建物),臺中市北屯區文心路四段271~300號,6.92,商,,,1060214,土地1建物1車位0,三層,22,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020725,90.91,1,1,1,有,有,有,17000,187,,0.0,0,,RPUQMLMLKHMFFBB18CC
北屯區,車位,臺中市北屯區文心路四段271~300號,0.0,,,,1060216,土地0建物0車位1,,,其他,,,,13.61,0,0,0,有,有,無,2500,,坡道機械,13.61,2500,,RPVQMLMLKHMFFBB28CC
龍井區,房地(土地+建物),臺中市龍井區臺西南路211~240號,445.0,工,,,1060220,土地1建物1車位0,一層,1,工廠,見其他登記事項,鋼造,0671110,207.0,0,0,0,有,無,無,56000,,,0.0,0,,RPPNMLMLKHMFFIL09CC
大甲區,房地(土地+建物),臺中市大甲區光明路91~120號,23.7,住,,,1060203,土地1建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0730621,62.3,0,0,0,無,無,無,19000,305,,0.0,0,,RPQNMLMLKHMFFBL48CC
大雅區,建物,臺中市大雅區中清東路241~270號,0.0,,,,1060217,土地0建物1車位12,三層,6,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0901130,740.82,0,0,0,無,無,無,90000,121,坡道平面,0.0,0,,RPUNMLMLKHMFFFL66CC
烏日區,土地,北里段571~600地號,1386.0,,特定農業區,農牧用地,1060213,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,67000,48,,0.0,0,,RPQNMLMLKHMFFGL98CC
烏日區,房地(土地+建物),臺中市烏日區新興路661~690號,11.49,住,,,1060210,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0701201,58.93,2,1,1,有,無,有,8600,146,,0.0,0,,RPVNMLNLKHMFFGL96CC
北屯區,建物,臺中市北屯區柳陽西街97巷1~30號,25.6,住,,,1060220,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701008,90.18,3,2,1,有,無,有,8000,89,,0.0,0,,RPUNMLNLKHMFFBB97CC
南區,建物,臺中市南區忠明南路571~600號,0.0,,,,1060218,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940602,79.23,3,2,2,有,有,有,20000,252,,0.0,0,,RPXOMLNLKHMFFAB28CC
西區,建物,臺中市西區五廊街121~150號,0.0,,,,1060221,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0730813,237.69,5,2,3,有,有,無,10000,42,,0.0,0,,RPOPMLNLKHMFFAB47CC
西屯區,房地(土地+建物)+車位,臺中市西屯區市政北一路31~60號,28.99,其他,,,1060203,土地1建物1車位1,二十七層,31,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1041130,346.13,3,2,4,有,有,有,75000,217,坡道平面,0.0,0,,RPPNMLNLKHMFFCB57CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060105,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.83,2,1,1,有,有,有,21800,421,坡道平面,0.0,0,,RPQNMLNLKHMFFCB67CC
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段241~270號,36.17,住,,,1060222,土地1建物1車位1,八層,23,辦公商業大樓,商業用,鋼筋混凝土造,0820226,144.1,0,0,0,無,無,有,32000,222,坡道機械,0.0,0,含營業設備。,RPWNMLOLKHMFFCB38CC
西屯區,房地(土地+建物),臺中市西屯區四川路120巷1~30號,99.14,其他,,,1060206,土地1建物1車位0,全,4,透天厝,住商用,鋼筋混凝土造,0701231,265.35,0,0,0,無,無,無,25000,94,,0.0,0,,RPXOMLOLKHMFFCB58CC
西屯區,建物,臺中市西屯區朝富路211~240號,0.0,其他,,,1060215,土地0建物1車位2,十六層,34,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,1040924,339.41999999999996,0,0,0,無,有,無,77000,227,坡道平面,34.54,0,,RPSPMLOLKHMFFCB18CC
西區,房地(土地+建物)+車位,臺中市西區精誠十六街1~30號,9.61,住,,,1060223,土地1建物1車位1,二層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0870715,54.7,3,2,2,有,有,有,21700,397,坡道機械,2.8,0,,RPPOMLOLKHMFFAB57CC
西區,房地(土地+建物),臺中市西區美村路一段1~30號,34.74,商,,,1060222,土地1建物1車位0,十二層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0850314,354.97,0,0,0,無,無,無,55000,155,,0.0,0,內含租金所得扣繳及管理費捌仟捌百元,RPTOMLOLKHMFFAB97CC
北區,房地(土地+建物),臺中市北區北區進化北路91~120號,78.0,住,,,1060216,土地1建物1車位0,全,2,透天厝,商業用,鋼筋混凝土加強磚造,0580311,51.83,1,1,1,有,無,無,20000,386,,0.0,0,,RPVQMLOLKHMFFBB48CC
大里區,房地(土地+建物),臺中市大里區國中路241~270號,724.98,工,,,1060223,土地1建物2車位0,一層,1,工廠,見其他登記事項,見其他登記事項,1051229,437.99,0,0,0,無,無,有,136224,,,0.0,0,,RPTOMLOLKHMFFGL96CC
烏日區,土地,重建段61~90地號,330.0,農,,,1060201,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,76,,0.0,0,本件租賃含地上鐵皮屋,RPROMLOLKHMFFGL86DC
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路121~150號,14.72,住,,,1060125,土地1建物1車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960426,77.81,3,2,2,有,有,有,25000,321,坡道平面,26.45,0,,RPROMLOLKHMFFCB08DC
南區,房地(土地+建物),臺中市南區國光路365巷1~30號,19.0,住,,,1060221,土地1建物0車位0,見使用執照,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0830115,101.68,0,2,1,有,無,無,13000,128,,0.0,0,租賃層次:1+2樓,RPPNMLPLKHMFFAB57CC
西屯區,房地(土地+建物),臺中市西屯區福星路511~540號,75.0,住,,,1060224,土地2建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0670421,236.64,0,0,0,無,無,無,175000,740,,0.0,0,,RPPNMLPLKHMFFCB77CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060210,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,64.19,3,1,1,有,有,有,26800,418,坡道平面,0.0,0,,RPPNMLQLKHMFFCB87CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060220,土地1建物1車位1,九層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.53,2,1,1,有,有,有,21800,423,坡道平面,0.0,0,,RPQNMLQLKHMFFCB97CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060224,土地1建物1車位1,三層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,51.53,2,1,1,有,有,有,21800,423,坡道平面,0.0,0,,RPRNMLQLKHMFFCB08CC
西屯區,房地(土地+建物)+車位,臺中市西屯區中平北路61~90號,0.0,住,,,1060223,土地1建物1車位1,六層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1051026,61.86,3,1,1,有,有,有,26800,433,坡道平面,0.0,0,,RPSNMLQLKHMFFCB18CC
